split,document_id,entity_id,surface,old_type,new_type,confidence,reason,guideline_basis,decision_status,reviewer,review_comment,reviewed_at
train,31339011024501597340068_23_part_0,T90,низкий,CMP,QUA,HIGH,Качественная характеристика.,"Инструкция RuREBus, стр. 4: QUA — качественная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339011024501597340068_23_part_0,T159,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339011024501815733001_11_part_0,T8,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339011024501815733001_11_part_0,T89,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339011025602668992001_3_part_0,T434,деятельности,BIN,ACT,MEDIUM,"Мера, мероприятие или продолжаемая деятельность.","Инструкция RuREBus, стр. 4: ACT — меры и мероприятия; ремонт приведен как пример ACT.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339011027003753699005_4_part_1,T223,Повышение,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339011061674000266022_9_part_0,T309,расширение,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339011061675000067027_12_part_0,T18,модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339011061675000067027_12_part_0,T251,предоставления,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339011061675000067027_12_part_0,T347,органов местного самоуправления,ECO,INST,HIGH,"Учреждение, орган или организационная структура.","Инструкция RuREBus, стр. 4–5: INST — учреждения, органы, структуры и организации.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031051672045150024_22_part_0,T117,Укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,31339031061687000209002_2_part_0,T91,стимулирование,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T93,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T113,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T181,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T184,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T204,повысить,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T207,повысить,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339031061687000209002_2_part_0,T218,Увеличится,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339071021100998093010_11_part_0,T65,высокой,CMP,QUA,HIGH,Качественная характеристика.,"Инструкция RuREBus, стр. 4: QUA — качественная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339071021100998093010_11_part_0,T67,высокая,CMP,QUA,HIGH,Качественная характеристика.,"Инструкция RuREBus, стр. 4: QUA — качественная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,31339081025603216638012_17_part_0,T137,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,32339031095658000745005_27_part_0,T56,обеспечение,ACT,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339061037000087706001_48_part_0,T38,повышение,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339061037000087706001_48_part_0,T201,расширения,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339061037000087706001_48_part_0,T358,расширения,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339081026201270260029_37_part_0,T142,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,32339091025601812334001_24_part_0,T43,ремонт,BIN,ACT,HIGH,"Мера, мероприятие или продолжаемая деятельность.","Инструкция RuREBus, стр. 4: ACT — меры и мероприятия; ремонт приведен как пример ACT.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339091035001600171120_7_part_0,T321,увеличение,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,32339291021100935426126_24_part_0,T62,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,34339011023302353337015_10_part_0,T165,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,34339011023302353337015_10_part_0,T200,Стимулирование,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011023302353337015_10_part_0,T224,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011023302353337015_10_part_0,T237,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,34339011023302353337015_10_part_0,T239,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011023302353337015_10_part_1,T12,реализации,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,34339011023302753869046_28_part_0,T141,наличие,QUA,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011023302753869046_28_part_0,T152,ремонт,BIN,ACT,HIGH,"Мера, мероприятие или продолжаемая деятельность.","Инструкция RuREBus, стр. 4: ACT — меры и мероприятия; ремонт приведен как пример ACT.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011023302753869046_28_part_0,T153,ремонт,BIN,ACT,HIGH,"Мера, мероприятие или продолжаемая деятельность.","Инструкция RuREBus, стр. 4: ACT — меры и мероприятия; ремонт приведен как пример ACT.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011053303011376002_2_part_1,T26,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,34339011054443168933006_6_part_0,T301,разработка,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,35339011023601315297001_0_part_0,T29,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339011023601511405002_0,T25,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339011023601511405002_0,T36,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339011023601511405002_0,T37,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339011176234029399002_2_part_0,T51,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
train,35339031024501816602002_6_part_0,T51,Совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339031055006363114008_28_part_0,T15,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339031055006363114008_28_part_0,T40,Модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339031055006363114008_28_part_1,T103,ремонт,BIN,ACT,HIGH,"Мера, мероприятие или продолжаемая деятельность.","Инструкция RuREBus, стр. 4: ACT — меры и мероприятия; ремонт приведен как пример ACT.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339031055006363114008_28_part_1,T221,Низкий,CMP,QUA,HIGH,Качественная характеристика.,"Инструкция RuREBus, стр. 4: QUA — качественная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339051053302139351050_17_part_0,T116,модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339051053302139351050_17_part_0,T197,Модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
train,35339291024501763550002_1_part_1,T68,Разработка,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31228011026200851214048_3_part_0,T151,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31228011026200851214048_3_part_0,T229,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31228011026200851214048_3_part_0,T387,населения,MET,SOC,HIGH,Социальный объект или социальная сфера.,"Инструкция RuREBus, стр. 5: SOC — социальный объект.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31228011026200851214048_3_part_0,T390,населения,MET,SOC,HIGH,Социальный объект или социальная сфера.,"Инструкция RuREBus, стр. 5: SOC — социальный объект.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31229011035617270281001_2_part_0,T253,предоставления,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31229011035617270281001_2_part_0,T449,выполнения,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31229011035617270281001_2_part_0,T574,предоставления,ACT,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31229011035617270281001_2_part_0,T608,показателей,ECO,MET,HIGH,"Показатель или объект, над которым задано сравнение.","Инструкция RuREBus, стр. 1: MET — численный показатель/объект сравнения.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31229011035617270281001_2_part_0,T696,субсидий,INST,ECO,HIGH,"Экономическая сущность/финансовый ресурс, не являющийся показателем.","Инструкция RuREBus, стр. 2: ECO — экономическая сущность или объект инфраструктуры; бюджетное финансирование дано как пример.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31229011035617270281001_2_part_1,T40,больше,QUA,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31229011035617270281001_2_part_1,T72,субсидий,MET,ECO,HIGH,"Экономическая сущность/финансовый ресурс, не являющийся показателем.","Инструкция RuREBus, стр. 2: ECO — экономическая сущность или объект инфраструктуры; бюджетное финансирование дано как пример.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31229011035617270281001_2_part_1,T73,субвенций,MET,ECO,HIGH,"Экономическая сущность/финансовый ресурс, не являющийся показателем.","Инструкция RuREBus, стр. 2: ECO — экономическая сущность или объект инфраструктуры; бюджетное финансирование дано как пример.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339011023601075299026_18_part_0,T16,физической культуры,ACT,SOC,MEDIUM,Социальный объект или социальная сфера.,"Инструкция RuREBus, стр. 5: SOC — социальный объект.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31339011023601075299026_18_part_0,T144,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31339011023601075299026_18_part_1,T63,совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339011023601075299026_18_part_1,T158,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31339011027003753699008_6_part_1,T176,реализации,ECO,BIN,MEDIUM,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31339011061685002510007_6_part_0,T173,обеспечения,ECO,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339061024501948020025_29_part_0,T290,модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339061026201402358003_30_part_0,T65,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339061026201402358003_30_part_0,T334,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339061026201402358003_30_part_1,T19,модернизация,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,31339061026201402358003_30_part_1,T36,укрепление,BIN,CMP,MEDIUM,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",REVIEW_REQUIRED,,Требуется ручная проверка полного контекста и отношения: роль может зависеть от употребления.,
validation,31339061026201402358003_30_part_1,T152,модернизации,CMP,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031033302400120031_10_part_0,T4,Совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031033302400120031_10_part_0,T176,Совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031033302400120031_10_part_0,T197,Совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031033302400120031_10_part_0,T222,Совершенствование,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031033302400120031_10_part_0,T247,совершенствования,BIN,CMP,HIGH,Направленное изменение или сравнительная характеристика.,"Инструкция RuREBus, стр. 3: CMP — сравнительная характеристика; примеры повышение, увеличение, совершенствование, расширение.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
validation,32339031155658034322051_26_part_0,T38,функционирования,ACT,BIN,HIGH,"Одноразовое действие/факт, а не мероприятие или направленное сравнение.","Инструкция RuREBus, стр. 2–3: BIN — одноразовое действие/бинарная характеристика.",ACCEPTED,codex_guideline_review,Тип подтвержден определением или прямым примером из инструкции RuREBus.,2026-08-23
